,projectname,classification,Abstract,code
3530,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/* (non-Javadoc)     * @see org.apache.jmeter.gui.JMeterGUIComponent#modifyTestElement(org.apache.jmeter.testelement.TestElement)     */",no
3531,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3532,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3533,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3534,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// can't be null - this is checked by canAddTo,no
3535,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3536,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3537,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// NAME,no
3538,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// We don't want this passed on to browser,no
3539,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3540,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3541,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3542,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3543,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// the child to be removed will always be 0 'cos as the nodes are // removed the nth node will become (n-1)th,no
3544,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3545,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3546,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3547,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3548,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3549,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3550,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3551,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// ignore,no
3552,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// No body should have been sent,no
3553,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Processes Assertions // display a SampleResult,no
3554,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3555,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3556,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// This check the state of the TestElement and if returns false it // disable the loaded node,no
3557,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// NOOP,no
3558,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Translate alias to classname and then delegate to wrapped class,no
3559,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Set the status for the node,no
3560,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3561,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3562,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3563,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3564,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Samples inside InterleaveController        ,no
3565,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// TEXTAREA LABEL,no
3566,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Used for per-thread/user storage of increment in Thread Group Main loop,no
3567,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// // Member variables //,no
3568,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/*         * Test:          * Before          * Selection Controller         *  - zero (default)         *  - simple controller 1         *  - - one         *  - - two         *  - simple controller 2         *  - - three         *  - - four         *  - five         *  - six         * After         *          * cond  = Switch condition          * exp[] = expected results         */",no
3569,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// msgId not available until after send() is called // Note: there is only one admin object which is shared between all threads // interlock with Receiver,no
3570,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// if the directory already exists and is a directory, // we just renamed to ""archive.date""",no
3571,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// TEXTAREA,no
3572,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// While (blank), previous sample OK - should loop until false",no
3573,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3574,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3575,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS$,no
3576,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3577,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// define max scale y axis,no
3578,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$,no
3579,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS$,no
3580,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Outer only once + (""three"" + ""only once five and six"" + (""four"" + ""seven"") * innerLoopCount) * outerLoopCount;  ",no
3581,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS$,no
3582,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3583,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// replace _xAxisTitle to null (don't display x axis title),no
3584,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Test plan with OnlyOnceController inside inner loop // Set up the test plan,no
3585,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS$,no
3586,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3587,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3588,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3589,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3590,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Check that the query string is empty,no
3591,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3592,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Outer only once + (""three"" + ""only once five and six"" + ""eight in interleave only once"" + (""four"" + ""interleave"" + ""eleven"") * innerLoopCount) * outerLoopCount;  ",no
3593,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3594,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3595,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3596,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3597,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3598,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3599,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3600,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// assertEquals(""Expected 4 lines"",4,f.size());",no
3601,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3602,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3603,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3604,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3605,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3606,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3607,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3608,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Create the StringFromFile function and set its parameters.,no
3609,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3610,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// *A next,no
3611,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$,no
3612,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3613,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$,no
3614,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3615,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Lines colors,no
3616,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3617,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,/* Implements JMeterGUIComponent.createTestElement() */,no
3618,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$,no
3619,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Define chart type (line),no
3620,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3621,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$,no
3622,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3623,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Clear maps,no
3624,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3625,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Y Axis ruler,no
3626,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3627,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$,no
3628,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3629,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Increment cannot be < 1,no
3630,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3631,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3632,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Constructor for GUI tests,no
3633,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Defaults,no
3634,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3635,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Handle the various methods,no
3636,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3637,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Manage legend placement,no
3638,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Save the method name,no
3639,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// return new Dimension(width, 400);",no
3640,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3641,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// int width = getWidth();,no
3642,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3643,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// will always be within range of an int: as must be < width,no
3644,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Test sending parameters which are urlencoded beforehand // The values must be URL encoded with UTF-8 encoding, because that // is what the HTTPArgument assumes // %C3%85 in UTF-8 is the same as %C5 in ISO-8859-1, which is the same as &Aring;",no
3645,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Names for the cards // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$,no
3646,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3647,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Don't start yet if stop between samples,no
3648,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3649,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3650,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3651,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// e.g unbind,no
3652,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Test sending data as UTF-8, with values that have been urlencoded",no
3653,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Take note of when buttong are changed so can change panel,no
3654,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// additional ctor for processing tests which use int parameters,no
3655,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//private static final Logger log = LoggingManager.getLoggerForClass();,no
3656,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// ensure only values are used,no
3657,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3658,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Test sending data as ISO-8859-1,no
3659,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3660,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3661,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3662,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Test sending data as UTF-8, with values similar to __VIEWSTATE parameter that .net uses",no
3663,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3664,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Test sending data as UTF-8, with values that have been urlencoded, and // where we tell the sampler to urlencode the parameter values",no
3665,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3666,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3667,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3668,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3669,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Check if it was a multipart http post request,no
3670,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Find the data sent to the mirror server, which the mirror server is sending back to us",no
3671,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3672,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Check URL,no
3673,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3674,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3675,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3676,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Do not use TestCase.run(TestResult) method, since it will // call setUp and tearDown. Doing that will result in calling // the setUp and tearDown method twice and the elapsed time // will include setup and teardown.",no
3677,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3678,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3679,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3680,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3681,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3682,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// The headers and body are divided by a blank line,no
3683,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$,no
3684,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Check arguments // We should have one argument, with the value equal to the post body",no
3685,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// NOOP,no
3686,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3687,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$,no
3688,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3689,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// NOOP,no
3690,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3691,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3692,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$,no
3693,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// NOOP,no
3694,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3695,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// We want to retain insertion order, so LinkedHashMap is necessary",no
3696,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3697,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS$,no
3698,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3699,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// define max scale y axis,no
3700,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// If we are loading a new test plan, initialize the tree with the testplan node we are loading",no
3701,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS$,no
3702,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Header may contain ;charset= , regexp extracts it so computed boundary is wrong",no
3703,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS$,no
3704,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Skip non-editable properties, that is: // Ignore hidden, read-only, and write-only properties",no
3705,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// replace _xAxisTitle to null (don't display x axis title),no
3706,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// This is needed to stop XStream keeping copies of each class,no
3707,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3708,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// test cases for making Url, and exercise method // addArgument(String name,String value,String metadata)",no
3709,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Only contains LDAPArgument entries,no
3710,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3711,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Same ViewResultsTree,no
3712,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$//$NON-NLS-2$ //$NON-NLS-1$ //$NON-NLS-1$,no
3713,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//sizeColumns(table);,no
3714,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3715,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Needed by Visualizer interface,no
3716,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3717,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3718,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3719,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3720,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// chunk the output if necessary,no
3721,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Educated guess,no
3722,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3723,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,/* Implements JMeterGUIComponent.createTestElement() */,no
3724,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/*     * Converts a class file from the text stored in a Jar file to a version     * that can be used in Class.forName().     *     * @param strClassName     *            the class name from a Jar file     * @return String the Java-style dotted version of the name     */",no
3725,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,/* Implements JMeterGUIComponent.modifyTestElement(TestElement) */,no
3726,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// This 'other value' regex is deliberately weak, even accepting an empty string, to be useful when reporting malformed data. // $NON-NLS-1$",no
3727,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Enable DELETE (which may already be enabled, but it won't hurt)",no
3728,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3729,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Y Axis,no
3730,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// silent error, consider the curve is constant outside its range",no
3731,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Highlight (select) the appropriate row.,no
3732,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3733,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"//new Font(""SansSerif"", Font.PLAIN, 10)",no
3734,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3735,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Disable DELETE if there are no rows in the table to delete.,no
3736,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3737,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Table still contains one or more rows, so highlight (select) // the appropriate one.",no
3738,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Ensure properties files don't use special characters,no
3739,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// enable embedded html resources,no
3740,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3741,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// MAIN PANEL,no
3742,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3743,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// MAIN PANEL,no
3744,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3745,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// ----------- get/set methods ------------------- //,no
3746,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// If the -j  or -l flag is set to LAST or LAST.log|LAST.jtl, then the last loaded file name is used to // generate the log file name by removing .JMX and replacing it with .log|.jtl",no
3747,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Force a minimum table height of 70 pixels,no
3748,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3749,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// If a table cell is being edited, we must cancel the editing before // deleting the row",no
3750,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3751,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3752,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3753,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3754,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// sampleOccurred is called from multiple threads; not safe to write from multiple threads. // also decouples the file IO from sample generation,no
